1,889
2,350
3,198
4,194
5,134
6,101
7,100
8,96
9,96
10,94
11,118
12,98
13,105
14,108
15,103
16,128
17,137
18,138
19,111
20,102
21,101
22,106
23,118
24,96
25,108
26,105
27,102
28,116
29,111
30,122
31,119
32,130
33,140
34,168
35,145
36,121
37,100
38,112
39,114
40,105
41,102
42,115
43,136
44,118
45,120
46,120
47,122
48,118
49,113
50,117
51,113
52,110
53,109
54,121
55,116
56,108
57,162
58,112
59,104
60,111
61,114
62,131
63,120
64,121
65,131
66,125
67,117
68,107
69,107
70,139
71,107
72,99
73,119
74,113
75,122
76,126
77,129
78,108
79,117
80,128
81,117
82,110
83,105
84,101
85,112
86,118
87,133
88,103
89,110
90,118
91,113
92,116
93,106
94,114
95,119
96,130
97,122
98,120
99,116
100,133
101,120
102,119
103,115
104,162
105,136
106,113
107,118
108,109
109,110
110,123
111,125
112,191
113,185
114,298
115,173
116,138
117,124
118,140
119,132
120,114
121,121
122,117
123,129
124,144
125,154
126,184
127,147
128,147
129,164
130,210
131,179
132,193
133,203
134,285
135,182
136,146
137,137
138,137
139,131
140,151
141,164
142,218
143,150
144,154
145,160
146,144
147,126
148,125
149,125
150,145
151,138
152,133
153,115
154,113
155,111
156,107
157,118
158,111
159,112
160,118
161,128
162,134
163,132
164,129
165,134
166,119
167,110
168,117
169,126
170,110
171,131
172,120
173,109
174,132
175,143
176,134
177,117
178,113
179,116
180,167
181,140
182,110
183,121
184,134
185,114
186,110
187,116
188,125
189,130
190,136
191,126
192,135
193,114
194,124
195,129
196,115
197,122
198,179
199,127
200,147
201,132
202,133
203,146
204,144
205,140
206,124
207,119
208,132
209,149
210,148
211,127
212,173
213,149
214,174
215,172
216,135
217,130
218,136
219,126
220,123
221,133
222,131
223,114
224,117
225,123
226,136
227,117
228,120
229,122
230,119
231,119
232,118
233,116
234,134
235,144
236,126
237,117
238,114
239,121
240,118
241,116
242,133
243,123
244,142
245,121
246,127
247,127
248,127
249,124
250,132
251,113
252,120
253,118
254,120
255,144
256,137
257,140
258,130
259,116
260,118
261,120
262,123
263,113
264,116
265,117
266,132
267,118
268,133
269,121
270,123
271,135
272,118
273,112
274,123
275,121
276,121
277,117
278,119
279,130
280,143
281,121
282,133
283,129
284,135
285,130
286,124
287,140
288,127
289,147
290,154
291,120
292,122
293,127
294,122
295,121
296,118
297,121
298,148
299,139
300,139
301,130
302,128
303,152
304,141
305,147
306,147
307,146
308,168
309,152
310,155
311,150
312,170
313,160
314,207
315,159
316,169
317,159
318,148
319,154
320,150
321,151
322,138
323,170
324,152
325,138
326,165
327,146
328,136
329,146
330,181
331,143
332,145
333,146
334,131
335,147
336,136
337,140
338,160
339,136
340,157
341,128
342,126
343,125
344,143
345,123
346,120
347,142
348,125
349,147
350,137
351,156
352,137
353,123
354,132
355,130
356,145
357,144
358,132
359,140
360,154
361,129
362,155
363,136
364,152
365,153
366,157
367,135
368,129
369,129
370,136
371,188
372,172
373,141
374,188
375,140
376,161
377,140
378,143
379,147
380,155
381,140
382,164
383,142
384,166
385,145
386,153
387,146
388,150
389,139
390,140
391,138
392,165
393,137
394,150
395,145
396,143
397,139
398,160
399,151
400,146
401,130
402,125
403,140
404,126
405,122
406,136
407,145
408,126
409,125
410,151
411,126
412,125
413,147
414,133
415,139
416,150
417,138
418,151
419,140
420,132
421,146
